� teste-gde
Data;Hora;Chave;Valor;
2021-03-01;14:07:24;;0;                                         
2021-03-01;14:07:24;;0;                                         
2021-03-01;14:07:24;;0;                                         
2021-03-01;14:07:24;;0;                                         
2021-03-01;14:07:24;;0;                                         
2021-03-01;14:07:24;;0;                                         
2021-03-01;14:07:24;Ano;2012;                                   
2021-03-01;14:07:24;Mes;3;                                      
2021-03-01;14:07:24;Dia;5;                                      
2021-03-01;14:07:24;Silo 01;0;                                  
2021-03-01;14:07:24;Silo 02;0;                                  
2021-03-01;14:07:24;Silo 03;0;                                  
2021-03-01;14:07:24;Silo 04;0;                                  
2021-03-01;14:07:24;Betume;0;                                   
2021-03-01;14:07:25;Total Inova;0;                              
2021-03-01;14:07:25;Total Horas Inova;0;                        
2021-03-01;14:07:25;;0;                                         
2021-03-01;14:07:25;;0;                                         
2021-03-01;14:07:25;;0;                                         
2021-03-01;14:07:25;;0;                                         
2021-03-01;14:07:25;;0;                                         
2021-03-01;14:07:25;;0;                                         
2021-03-01;14:07:25;;0;                                         
2021-03-01;14:07:25;Ano;2012;                                   
2021-03-01;14:07:25;Mes;3;                                      
2021-03-01;14:07:25;Dia;5;                                      
2021-03-01;14:07:25;Silo 01;0;                                  
2021-03-01;14:07:25;Silo 02;0;                                  
2021-03-01;14:07:25;Silo 03;0;                                  
2021-03-01;14:07:25;Silo 04;0;                                  
2021-03-01;14:07:26;Betume;0;                                   
2021-03-01;14:07:26;Total Inova;0;                              
2021-03-01;14:07:26;Total Horas Inova;0;                        
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;Ano;2012;                                   
2021-03-01;14:07:26;Mes;3;                                      
2021-03-01;14:07:26;Dia;5;                                      
2021-03-01;14:07:26;Silo 01;0;                                  
2021-03-01;14:07:26;Silo 02;0;                                  
2021-03-01;14:07:26;Silo 03;0;                                  
2021-03-01;14:07:26;Silo 04;0;                                  
2021-03-01;14:07:26;Betume;0;                                   
2021-03-01;14:07:26;Total Inova;0;                              
2021-03-01;14:07:26;Total Horas Inova;0;                        
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:26;;0;                                         
2021-03-01;14:07:27;;0;                                         
2021-03-01;14:07:27;;0;                                         
2021-03-01;14:07:27;;0;                                         
2021-03-01;14:07:27;;0;                                         
2021-03-01;14:07:27;;0;                                         
2021-03-01;14:07:27;Ano;2012;                                   
2021-03-01;14:07:27;Mes;3;                                      
2021-03-01;14:07:27;Dia;5;                                      
2021-03-01;14:07:27;Silo 01;0;                                  
2021-03-01;14:07:27;Silo 02;0;                                  
2021-03-01;14:07:27;Silo 03;0;                                  
2021-03-01;14:07:27;Silo 04;0;                                  
2021-03-01;14:07:27;Betume;0;                                   
2021-03-01;14:07:27;Total Inova;0;                              
2021-03-01;14:07:27;Total Horas Inova;0;                        
2021-03-01;14:07:27;;0;                                         
2021-03-01;14:07:28;;0;                                         
2021-03-01;14:07:28;;0;                                         
2021-03-01;14:07:28;;0;                                         
2021-03-01;14:07:28;;0;                                         
2021-03-01;14:07:28;;0;                                         
2021-03-01;14:07:28;;0;                                         
2021-03-01;14:07:28;;0;                                         
2021-03-01;14:07:28;Ano;2012;                                   
2021-03-01;14:07:28;Mes;3;                                      
2021-03-01;14:07:28;Dia;5;                                      
2021-03-01;14:07:28;Silo 01;0;                                  
2021-03-01;14:07:28;Silo 02;0;                                  
2021-03-01;14:07:28;Silo 03;0;                                  
2021-03-01;14:07:28;Silo 04;0;                                  
2021-03-01;14:07:28;Betume;0;                                   
2021-03-01;14:07:28;Total Inova;0;                              
2021-03-01;14:07:29;Total Horas Inova;0;                        
2021-03-01;14:07:29;;0;                                         
2021-03-01;14:07:29;;0;                                         
2021-03-01;14:07:29;;0;                                         
2021-03-01;14:07:29;;0;                                         
2021-03-01;14:07:29;;0;                                         
2021-03-01;14:07:29;;0;                                         
2021-03-01;14:07:29;;0;                                         
2021-03-01;14:07:29;Ano;2012;                                   
2021-03-01;14:07:29;Mes;3;                                      
2021-03-01;14:07:29;Dia;5;                                      
2021-03-01;14:07:29;Silo 01;0;                                  
2021-03-01;14:07:29;Silo 02;0;                                  
2021-03-01;14:07:29;Silo 03;0;                                  
2021-03-01;14:07:29;Silo 04;0;                                  
2021-03-01;14:07:29;Betume;0;                                   
2021-03-01;14:07:30;Total Inova;0;                              
2021-03-01;14:07:30;Total Horas Inova;0;                        
2021-03-01;14:07:30;;0;                                         
2021-03-01;14:07:30;;0;                                         
2021-03-01;14:07:30;;0;                                         
2021-03-01;14:07:30;;0;                                         
2021-03-01;14:07:30;;0;                                         
2021-03-01;14:07:30;;0;                                         
2021-03-01;14:07:30;Ano;2012;                                   
2021-03-01;14:07:30;Mes;3;                                      
2021-03-01;14:07:30;Dia;5;                                      
2021-03-01;14:07:30;Silo 01;0;                                  
2021-03-01;14:07:30;Silo 02;0;                                  
2021-03-01;14:07:30;Silo 03;0;                                  
2021-03-01;14:07:30;Silo 04;0;                                  
2021-03-01;14:07:30;Betume;0;                                   
2021-03-01;14:07:31;Total Inova;0;                              
2021-03-01;14:07:31;Total Horas Inova;0;                        
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;Ano;2012;                                   
2021-03-01;14:07:31;Mes;3;                                      
2021-03-01;14:07:31;Dia;5;                                      
2021-03-01;14:07:31;Silo 01;0;                                  
2021-03-01;14:07:31;Silo 02;0;                                  
2021-03-01;14:07:31;Silo 03;0;                                  
2021-03-01;14:07:31;Silo 04;0;                                  
2021-03-01;14:07:31;Betume;0;                                   
2021-03-01;14:07:31;Total Inova;0;                              
2021-03-01;14:07:31;Total Horas Inova;0;                        
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:31;;0;                                         
2021-03-01;14:07:32;;0;                                         
2021-03-01;14:07:32;;0;                                         
2021-03-01;14:07:32;;0;                                         
2021-03-01;14:07:32;Ano;2012;                                   
2021-03-01;14:07:32;Mes;3;                                      
2021-03-01;14:07:32;Dia;5;                                      
2021-03-01;14:07:32;Silo 01;0;                                  
2021-03-01;14:07:32;Silo 02;0;                                  
2021-03-01;14:07:32;Silo 03;0;                                  
2021-03-01;14:07:32;Silo 04;0;                                  
2021-03-01;14:07:32;Betume;0;                                   
2021-03-01;14:07:32;Total Inova;0;                              
2021-03-01;14:07:32;Total Horas Inova;0;                        
2021-03-01;14:07:32;;0;                                         
2021-03-01;14:07:32;;0;                                         
2021-03-01;14:07:32;;0;                                         
2021-03-01;14:07:33;;0;                                         
2021-03-01;14:07:33;;0;                                         
2021-03-01;14:07:33;;0;                                         
2021-03-01;14:07:33;;0;                                         
2021-03-01;14:07:33;;0;                                         
2021-03-01;14:07:33;Ano;2012;                                   
2021-03-01;14:07:33;Mes;3;                                      
2021-03-01;14:07:33;Dia;5;                                      
2021-03-01;14:07:33;Silo 01;0;                                  
2021-03-01;14:07:33;Silo 02;0;                                  
2021-03-01;14:07:33;Silo 03;0;                                  
2021-03-01;14:07:33;Silo 04;0;                                  
2021-03-01;14:07:33;Betume;0;                                   
2021-03-01;14:07:33;Total Inova;0;                              
2021-03-01;14:07:33;Total Horas Inova;0;                        
2021-03-01;14:07:33;;0;                                         
2021-03-01;14:07:34;;0;                                         
2021-03-01;14:07:34;;0;                                         
2021-03-01;14:07:34;;0;                                         
2021-03-01;14:07:34;;0;                                         
2021-03-01;14:07:34;;0;                                         
2021-03-01;14:07:34;;0;                                         
2021-03-01;14:07:34;;0;                                         
2021-03-01;14:07:34;Ano;2012;                                   
2021-03-01;14:07:34;Mes;3;                                      
2021-03-01;14:07:34;Dia;5;                                      
2021-03-01;14:07:34;Silo 01;0;                                  
2021-03-01;14:07:34;Silo 02;0;                                  
2021-03-01;14:07:34;Silo 03;0;                                  
2021-03-01;14:07:34;Silo 04;0;                                  
2021-03-01;14:07:34;Betume;0;                                   
2021-03-01;14:07:34;Total Inova;0;                              
2021-03-01;14:07:35;Total Horas Inova;0;                        
2021-03-01;14:07:35;;0;                                         
2021-03-01;14:07:35;;0;                                         
2021-03-01;14:07:35;;0;                                         
2021-03-01;14:07:35;;0;                                         
2021-03-01;14:07:35;;0;                                         
2021-03-01;14:07:35;;0;                                         
2021-03-01;14:07:35;;0;                                         
2021-03-01;14:07:35;Ano;2012;                                   
2021-03-01;14:07:35;Mes;3;                                      
2021-03-01;14:07:35;Dia;5;                                      
2021-03-01;14:07:35;Silo 01;0;                                  
2021-03-01;14:07:35;Silo 02;0;                                  
2021-03-01;14:07:35;Silo 03;0;                                  
2021-03-01;14:07:35;Silo 04;0;                                  
2021-03-01;14:07:35;Betume;0;                                   
2021-03-01;14:07:36;Total Inova;0;                              
2021-03-01;14:07:36;Total Horas Inova;0;                        
2021-03-01;14:07:36;;0;                                         
2021-03-01;14:07:36;;0;                                         
2021-03-01;14:07:36;;0;                                         
2021-03-01;14:07:36;;0;                                         
2021-03-01;14:07:36;;0;                                         
2021-03-01;14:07:36;;0;                                         
2021-03-01;14:07:36;Ano;2012;                                   
2021-03-01;14:07:36;Mes;3;                                      
2021-03-01;14:07:36;Dia;5;                                      
2021-03-01;14:07:36;Silo 01;0;                                  
2021-03-01;14:07:36;Silo 02;0;                                  
2021-03-01;14:07:36;Silo 03;0;                                  
2021-03-01;14:07:36;Silo 04;0;                                  
2021-03-01;14:07:36;Betume;0;                                   
2021-03-01;14:07:37;Total Inova;0;                              
2021-03-01;14:07:37;Total Horas Inova;0;                        
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;Ano;2012;                                   
2021-03-01;14:07:37;Mes;3;                                      
2021-03-01;14:07:37;Dia;5;                                      
2021-03-01;14:07:37;Silo 01;0;                                  
2021-03-01;14:07:37;Silo 02;0;                                  
2021-03-01;14:07:37;Silo 03;0;                                  
2021-03-01;14:07:37;Silo 04;0;                                  
2021-03-01;14:07:37;Betume;0;                                   
2021-03-01;14:07:37;Total Inova;0;                              
2021-03-01;14:07:37;Total Horas Inova;0;                        
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:37;;0;                                         
2021-03-01;14:07:38;;0;                                         
2021-03-01;14:07:38;;0;                                         
2021-03-01;14:07:38;;0;                                         
2021-03-01;14:07:38;;0;                                         
2021-03-01;14:07:38;Ano;2012;                                   
2021-03-01;14:07:38;Mes;3;                                      
2021-03-01;14:07:38;Dia;5;                                      
2021-03-01;14:07:38;Silo 01;0;                                  
2021-03-01;14:07:38;Silo 02;0;                                  
2021-03-01;14:07:38;Silo 03;0;                                  
2021-03-01;14:07:38;Silo 04;0;                                  
2021-03-01;14:07:38;Betume;0;                                   
2021-03-01;14:07:38;Total Inova;0;                              
2021-03-01;14:07:38;Total Horas Inova;0;                        
2021-03-01;14:07:38;;0;                                         
2021-03-01;14:07:38;;0;                                         
2021-03-01;14:07:39;;0;                                         
2021-03-01;14:07:39;;0;                                         
2021-03-01;14:07:39;;0;                                         
2021-03-01;14:07:39;;0;                                         
2021-03-01;14:07:39;;0;                                         
2021-03-01;14:07:39;;0;                                         
2021-03-01;14:07:39;Ano;2012;                                   
2021-03-01;14:07:39;Mes;3;                                      
2021-03-01;14:07:39;Dia;5;                                      
2021-03-01;14:07:39;Silo 01;0;                                  
2021-03-01;14:07:39;Silo 02;0;                                  
2021-03-01;14:07:39;Silo 03;0;                                  
2021-03-01;14:07:39;Silo 04;0;                                  
2021-03-01;14:07:39;Betume;0;                                   
2021-03-01;14:07:39;Total Inova;0;                              
2021-03-01;14:07:39;Total Horas Inova;0;                        
2021-03-01;14:07:40;;0;                                         
2021-03-01;14:07:40;;0;                                         
2021-03-01;14:07:40;;0;                                         
2021-03-01;14:07:40;;0;                                         
2021-03-01;14:07:40;;0;                                         
2021-03-01;14:07:40;;0;                                         
2021-03-01;14:07:40;;0;                                         
2021-03-01;14:07:40;;0;                                         
2021-03-01;14:07:40;Ano;2012;                                   
2021-03-01;14:07:40;Mes;3;                                      
2021-03-01;14:07:40;Dia;5;                                      
2021-03-01;14:07:40;Silo 01;0;                                  
2021-03-01;14:07:40;Silo 02;0;                                  
2021-03-01;14:07:40;Silo 03;0;                                  
2021-03-01;14:07:40;Silo 04;0;                                  
2021-03-01;14:07:40;Betume;0;                                   
2021-03-01;14:07:41;Total Inova;0;                              
2021-03-01;14:07:41;Total Horas Inova;0;                        
2021-03-01;14:07:41;;0;                                         
2021-03-01;14:07:41;;0;                                         
2021-03-01;14:07:41;;0;                                         
2021-03-01;14:07:41;;0;                                         
2021-03-01;14:07:41;;0;                                         
2021-03-01;14:07:41;;0;                                         
2021-03-01;14:07:41;Ano;2012;                                   
2021-03-01;14:07:41;Mes;3;                                      
2021-03-01;14:07:41;Dia;5;                                      
2021-03-01;14:07:41;Silo 01;0;                                  
2021-03-01;14:07:41;Silo 02;0;                                  
2021-03-01;14:07:41;Silo 03;0;                                  
2021-03-01;14:07:41;Silo 04;0;                                  
2021-03-01;14:07:41;Betume;0;                                   
2021-03-01;14:07:42;Total Inova;0;                              
2021-03-01;14:07:42;Total Horas Inova;0;                        
2021-03-01;14:07:42;;0;                                         
2021-03-01;14:07:42;;0;                                         
2021-03-01;14:07:42;;0;                                         
2021-03-01;14:07:42;;0;                                         
2021-03-01;14:07:42;;0;                                         
2021-03-01;14:07:42;;0;                                         
2021-03-01;14:07:42;Ano;2012;                                   
2021-03-01;14:07:42;Mes;3;                                      
2021-03-01;14:07:42;Dia;5;                                      
2021-03-01;14:07:42;Silo 01;0;                                  
2021-03-01;14:07:42;Silo 02;0;                                  
2021-03-01;14:07:42;Silo 03;0;                                  
2021-03-01;14:07:42;Silo 04;0;                                  
2021-03-01;14:07:42;Betume;0;                                   
2021-03-01;14:07:43;Total Inova;0;                              
2021-03-01;14:07:43;Total Horas Inova;0;                        
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;Ano;2012;                                   
2021-03-01;14:07:43;Mes;3;                                      
2021-03-01;14:07:43;Dia;5;                                      
2021-03-01;14:07:43;Silo 01;0;                                  
2021-03-01;14:07:43;Silo 02;0;                                  
2021-03-01;14:07:43;Silo 03;0;                                  
2021-03-01;14:07:43;Silo 04;0;                                  
2021-03-01;14:07:43;Betume;0;                                   
2021-03-01;14:07:43;Total Inova;0;                              
2021-03-01;14:07:43;Total Horas Inova;0;                        
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:43;;0;                                         
2021-03-01;14:07:44;;0;                                         
2021-03-01;14:07:44;;0;                                         
2021-03-01;14:07:44;;0;                                         
2021-03-01;14:07:44;;0;                                         
2021-03-01;14:07:44;Ano;2012;                                   
2021-03-01;14:07:44;Mes;3;                                      
2021-03-01;14:07:44;Dia;5;                                      
2021-03-01;14:07:44;Silo 01;0;                                  
2021-03-01;14:07:44;Silo 02;0;                                  
2021-03-01;14:07:44;Silo 03;0;                                  
2021-03-01;14:07:44;Silo 04;0;                                  
2021-03-01;14:07:44;Betume;0;                                   
2021-03-01;14:07:44;Total Inova;0;                              
2021-03-01;14:07:44;Total Horas Inova;0;                        
2021-03-01;14:07:44;;0;                                         
2021-03-01;14:07:44;;0;                                         
2021-03-01;14:07:45;;0;                                         
2021-03-01;14:07:45;;0;                                         
2021-03-01;14:07:45;;0;                                         
2021-03-01;14:07:45;;0;                                         
2021-03-01;14:07:45;;0;                                         
2021-03-01;14:07:45;;0;                                         
2021-03-01;14:07:45;Ano;2012;                                   
2021-03-01;14:07:45;Mes;3;                                      
2021-03-01;14:07:45;Dia;5;                                      
2021-03-01;14:07:45;Silo 01;0;                                  
2021-03-01;14:07:45;Silo 02;0;                                  
2021-03-01;14:07:45;Silo 03;0;                                  
2021-03-01;14:07:45;Silo 04;0;                                  
2021-03-01;14:07:45;Betume;0;                                   
2021-03-01;14:07:45;Total Inova;0;                              
2021-03-01;14:07:45;Total Horas Inova;0;                        
2021-03-01;14:07:46;;0;                                         
2021-03-01;14:07:46;;0;                                         
2021-03-01;14:07:46;;0;                                         
2021-03-01;14:07:46;;0;                                         
2021-03-01;14:07:46;;0;                                         
2021-03-01;14:07:46;;0;                                         
2021-03-01;14:07:46;;0;                                         
2021-03-01;14:07:46;;0;                                         
2021-03-01;14:07:46;Ano;2012;                                   
2021-03-01;14:07:46;Mes;3;                                      
2021-03-01;14:07:46;Dia;5;                                      
2021-03-01;14:07:46;Silo 01;0;                                  
2021-03-01;14:07:46;Silo 02;0;                                  
2021-03-01;14:07:46;Silo 03;0;                                  
2021-03-01;14:07:46;Silo 04;0;                                  
2021-03-01;14:07:46;Betume;0;                                   
2021-03-01;14:07:47;Total Inova;0;                              
2021-03-01;14:07:47;Total Horas Inova;0;                        
2021-03-01;14:07:47;;0;                                         
2021-03-01;14:07:47;;0;                                         
2021-03-01;14:07:47;;0;                                         
2021-03-01;14:07:47;;0;                                         
2021-03-01;14:07:47;;0;                                         
2021-03-01;14:07:47;;0;                                         
2021-03-01;14:07:47;Ano;2012;                                   
2021-03-01;14:07:47;Mes;3;                                      
2021-03-01;14:07:47;Dia;5;                                      
2021-03-01;14:07:47;Silo 01;0;                                  
2021-03-01;14:07:47;Silo 02;0;                                  
2021-03-01;14:07:47;Silo 03;0;                                  
2021-03-01;14:07:47;Silo 04;0;                                  
2021-03-01;14:07:47;Betume;0;                                   
2021-03-01;14:07:48;Total Inova;0;                              
2021-03-01;14:07:48;Total Horas Inova;0;                        
2021-03-01;14:07:48;;0;                                         
2021-03-01;14:07:48;;0;                                         
2021-03-01;14:07:48;;0;                                         
2021-03-01;14:07:48;;0;                                         
2021-03-01;14:07:48;;0;                                         
2021-03-01;14:07:48;;0;                                         
2021-03-01;14:07:48;;0;                                         
2021-03-01;14:07:48;Ano;2012;                                   
2021-03-01;14:07:48;Mes;3;                                      
2021-03-01;14:07:48;Dia;5;                                      
2021-03-01;14:07:48;Silo 01;0;                                  
2021-03-01;14:07:48;Silo 02;0;                                  
2021-03-01;14:07:48;Silo 03;0;                                  
2021-03-01;14:07:48;Silo 04;0;                                  
2021-03-01;14:07:49;Betume;0;                                   
2021-03-01;14:07:49;Total Inova;0;                              
2021-03-01;14:07:49;Total Horas Inova;0;                        
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;Ano;2012;                                   
2021-03-01;14:07:49;Mes;3;                                      
2021-03-01;14:07:49;Dia;5;                                      
2021-03-01;14:07:49;Silo 01;0;                                  
2021-03-01;14:07:49;Silo 02;0;                                  
2021-03-01;14:07:49;Silo 03;0;                                  
2021-03-01;14:07:49;Silo 04;0;                                  
2021-03-01;14:07:49;Betume;0;                                   
2021-03-01;14:07:49;Total Inova;0;                              
2021-03-01;14:07:49;Total Horas Inova;0;                        
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:49;;0;                                         
2021-03-01;14:07:50;;0;                                         
2021-03-01;14:07:50;;0;                                         
2021-03-01;14:07:50;;0;                                         
2021-03-01;14:07:50;;0;                                         
2021-03-01;14:07:50;;0;                                         
2021-03-01;14:07:50;Ano;2012;                                   
2021-03-01;14:07:50;Mes;3;                                      
2021-03-01;14:07:50;Dia;5;                                      
2021-03-01;14:07:50;Silo 01;0;                                  
2021-03-01;14:07:50;Silo 02;0;                                  
2021-03-01;14:07:50;Silo 03;0;                                  
2021-03-01;14:07:50;Silo 04;0;                                  
2021-03-01;14:07:50;Betume;0;                                   
2021-03-01;14:07:50;Total Inova;0;                              
2021-03-01;14:07:50;Total Horas Inova;0;                        
2021-03-01;14:07:50;;0;                                         
2021-03-01;14:07:51;;0;                                         
2021-03-01;14:07:51;;0;                                         
2021-03-01;14:07:51;;0;                                         
2021-03-01;14:07:51;;0;                                         
2021-03-01;14:07:51;;0;                                         
2021-03-01;14:07:51;;0;                                         
2021-03-01;14:07:51;;0;                                         
2021-03-01;14:07:51;Ano;2012;                                   
2021-03-01;14:07:51;Mes;3;                                      
2021-03-01;14:07:51;Dia;5;                                      
2021-03-01;14:07:51;Silo 01;0;                                  
2021-03-01;14:07:51;Silo 02;0;                                  
2021-03-01;14:07:51;Silo 03;0;                                  
2021-03-01;14:07:51;Silo 04;0;                                  
2021-03-01;14:07:51;Betume;0;                                   
2021-03-01;14:07:51;Total Inova;0;                              
2021-03-01;14:07:52;Total Horas Inova;0;                        
2021-03-01;14:07:52;;0;                                         
2021-03-01;14:07:52;;0;                                         
2021-03-01;14:07:52;;0;                                         
2021-03-01;14:07:52;;0;                                         
2021-03-01;14:07:52;;0;                                         
2021-03-01;14:07:52;;0;                                         
2021-03-01;14:07:52;;0;                                         
2021-03-01;14:07:52;Ano;2012;                                   
2021-03-01;14:07:52;Mes;3;                                      
2021-03-01;14:07:52;Dia;5;                                      
2021-03-01;14:07:52;Silo 01;0;                                  
2021-03-01;14:07:52;Silo 02;0;                                  
2021-03-01;14:07:52;Silo 03;0;                                  
2021-03-01;14:07:52;Silo 04;0;                                  
2021-03-01;14:07:52;Betume;0;                                   
2021-03-01;14:07:53;Total Inova;0;                              
2021-03-01;14:07:53;Total Horas Inova;0;                        
2021-03-01;14:07:53;;0;                                         
2021-03-01;14:07:53;;0;                                         
2021-03-01;14:07:53;;0;                                         
2021-03-01;14:07:53;;0;                                         
2021-03-01;14:07:53;;0;                                         
2021-03-01;14:07:53;;0;                                         
2021-03-01;14:07:53;Ano;2012;                                   
2021-03-01;14:07:53;Mes;3;                                      
2021-03-01;14:07:53;Dia;5;                                      
2021-03-01;14:07:53;Silo 01;0;                                  
2021-03-01;14:07:53;Silo 02;0;                                  
2021-03-01;14:07:53;Silo 03;0;                                  
2021-03-01;14:07:53;Silo 04;0;                                  
2021-03-01;14:07:53;Betume;0;                                   
2021-03-01;14:07:54;Total Inova;0;                              
2021-03-01;14:07:54;Total Horas Inova;0;                        
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;Ano;2012;                                   
2021-03-01;14:07:54;Mes;3;                                      
2021-03-01;14:07:54;Dia;5;                                      
2021-03-01;14:07:54;Silo 01;0;                                  
2021-03-01;14:07:54;Silo 02;0;                                  
2021-03-01;14:07:54;Silo 03;0;                                  
2021-03-01;14:07:54;Silo 04;0;                                  
2021-03-01;14:07:54;Betume;0;                                   
2021-03-01;14:07:54;Total Inova;0;                              
2021-03-01;14:07:54;Total Horas Inova;0;                        
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:54;;0;                                         
2021-03-01;14:07:55;;0;                                         
2021-03-01;14:07:55;;0;                                         
2021-03-01;14:07:55;;0;                                         
2021-03-01;14:07:55;Ano;2012;                                   
2021-03-01;14:07:55;Mes;3;                                      
2021-03-01;14:07:55;Dia;5;                                      
2021-03-01;14:07:55;Silo 01;0;                                  
2021-03-01;14:07:55;Silo 02;0;                                  
2021-03-01;14:07:55;Silo 03;0;                                  
2021-03-01;14:07:55;Silo 04;0;                                  
2021-03-01;14:07:55;Betume;0;                                   
2021-03-01;14:07:55;Total Inova;0;                              
2021-03-01;14:07:55;Total Horas Inova;0;                        
2021-03-01;14:07:55;;0;                                         
2021-03-01;14:07:55;;0;                                         
2021-03-01;14:07:55;;0;                                         
2021-03-01;14:07:56;;0;                                         
2021-03-01;14:07:56;;0;                                         
2021-03-01;14:07:56;;0;                                         
2021-03-01;14:07:56;;0;                                         
2021-03-01;14:07:56;;0;                                         
2021-03-01;14:07:56;Ano;2012;                                   
2021-03-01;14:07:56;Mes;3;                                      
2021-03-01;14:07:56;Dia;5;                                      
2021-03-01;14:07:56;Silo 01;0;                                  
2021-03-01;14:07:56;Silo 02;0;                                  
2021-03-01;14:07:56;Silo 03;0;                                  
2021-03-01;14:07:56;Silo 04;0;                                  
2021-03-01;14:07:56;Betume;0;                                   
2021-03-01;14:07:56;Total Inova;0;                              
2021-03-01;14:07:56;Total Horas Inova;0;                        
2021-03-01;14:07:56;;0;                                         
2021-03-01;14:07:57;;0;                                         
2021-03-01;14:07:57;;0;                                         
2021-03-01;14:07:57;;0;                                         
2021-03-01;14:07:57;;0;                                         
2021-03-01;14:07:57;;0;                                         
2021-03-01;14:07:57;;0;                                         
2021-03-01;14:07:57;;0;                                         
2021-03-01;14:07:57;Ano;2012;                                   
2021-03-01;14:07:57;Mes;3;                                      
2021-03-01;14:07:57;Dia;5;                                      
2021-03-01;14:07:57;Silo 01;0;                                  
2021-03-01;14:07:57;Silo 02;0;                                  
2021-03-01;14:07:57;Silo 03;0;                                  
2021-03-01;14:07:57;Silo 04;0;                                  
2021-03-01;14:07:57;Betume;0;                                   
2021-03-01;14:07:57;Total Inova;0;                              
2021-03-01;14:07:58;Total Horas Inova;0;                        
2021-03-01;14:07:58;;0;                                         
2021-03-01;14:07:58;;0;                                         
2021-03-01;14:07:58;;0;                                         
2021-03-01;14:07:58;;0;                                         
2021-03-01;14:07:58;;0;                                         
2021-03-01;14:07:58;;0;                                         
2021-03-01;14:07:58;;0;                                         
2021-03-01;14:07:58;Ano;2012;                                   
2021-03-01;14:07:58;Mes;3;                                      
2021-03-01;14:07:58;Dia;5;                                      
2021-03-01;14:07:58;Silo 01;0;                                  
2021-03-01;14:07:58;Silo 02;0;                                  
2021-03-01;14:07:58;Silo 03;0;                                  
2021-03-01;14:07:58;Silo 04;0;                                  
2021-03-01;14:07:58;Betume;0;                                   
2021-03-01;14:07:59;Total Inova;0;                              
2021-03-01;14:07:59;Total Horas Inova;0;                        
2021-03-01;14:07:59;;0;                                         
2021-03-01;14:07:59;;0;                                         
2021-03-01;14:07:59;;0;                                         
2021-03-01;14:07:59;;0;                                         
2021-03-01;14:07:59;;0;                                         
2021-03-01;14:07:59;;0;                                         
2021-03-01;14:07:59;Ano;2012;                                   
2021-03-01;14:07:59;Mes;3;                                      
2021-03-01;14:07:59;Dia;5;                                      
2021-03-01;14:07:59;Silo 01;0;                                  
2021-03-01;14:07:59;Silo 02;0;                                  
2021-03-01;14:07:59;Silo 03;0;                                  
